account_id,as_of_date,segment,risk,churned
A000028,2025-09-30,mid-market,0.0287393754811753,1
A000238,2025-09-30,smb,0.0287141967137149,0
A000005,2025-09-30,mid-market,0.0287094464725751,0
A000742,2025-09-30,smb,0.0286363245308348,0
A000228,2025-09-30,smb,0.0286164895845015,0
A000355,2025-09-30,smb,0.0285838510623272,0
A000764,2025-09-30,mid-market,0.0285648235941025,0
A000277,2025-09-30,smb,0.028551818441844,0
A001010,2025-09-30,smb,0.0285440748837419,0
A001047,2025-09-30,smb,0.0285430947418525,0
A001017,2025-09-30,smb,0.0285072003039894,0
A000957,2025-09-30,mid-market,0.0284530647891296,0
A000583,2025-09-30,enterprise,0.0284522736437492,0
A000951,2025-09-30,mid-market,0.0283866444830008,0
A001074,2025-09-30,smb,0.0283632309835089,0
A000746,2025-09-30,mid-market,0.02831155504066,0
A000187,2025-09-30,smb,0.0282900141329133,0
A000418,2025-09-30,enterprise,0.0282132334543059,0
A000216,2025-09-30,mid-market,0.0282063092982514,0
A000111,2025-09-30,smb,0.0281945986916938,0
A001162,2025-09-30,smb,0.0281592817452491,0
A000252,2025-09-30,mid-market,0.028149099253118,0
A000794,2025-09-30,mid-market,0.0280332743606322,1
A000383,2025-09-30,smb,0.0280217094060873,0
A000123,2025-09-30,smb,0.02800693330156,0
A000220,2025-09-30,enterprise,0.0279241527164828,0
A000271,2025-09-30,smb,0.0279232494919078,0
A000351,2025-09-30,smb,0.0279079990805499,0
A000791,2025-09-30,mid-market,0.0278585943223395,0
A000246,2025-09-30,smb,0.0278359223836857,0
A000166,2025-09-30,enterprise,0.0278134922842428,0
A001176,2025-09-30,mid-market,0.0277633384885299,0
A000529,2025-09-30,smb,0.0277057587744072,0
A000374,2025-09-30,smb,0.0276941424604349,0
A000051,2025-09-30,enterprise,0.0276535901318996,0
A000602,2025-09-30,enterprise,0.0276224322854418,0
A001130,2025-09-30,mid-market,0.0276068860296602,0
A000817,2025-09-30,enterprise,0.0275985587058062,0
A000528,2025-09-30,smb,0.0274572143989753,0
A000598,2025-09-30,mid-market,0.0273837556073272,0
A001082,2025-09-30,mid-market,0.0273740156937182,0
A000585,2025-09-30,smb,0.0273434082028057,0
A001071,2025-09-30,mid-market,0.0272988673149468,0
A000219,2025-09-30,mid-market,0.027266549035928,0
A000680,2025-09-30,smb,0.0272560938173914,0
A000689,2025-09-30,smb,0.0272432084826527,0
A000793,2025-09-30,smb,0.0272185646281662,0
A000758,2025-09-30,smb,0.027215773818073,0
A000229,2025-09-30,mid-market,0.0271953204889637,0
A000911,2025-09-30,mid-market,0.0271265988829103,0
A000125,2025-09-30,mid-market,0.0269809669891432,0
A000572,2025-09-30,enterprise,0.0268837903624867,0
A000962,2025-09-30,smb,0.0268709301020914,0
A000861,2025-09-30,mid-market,0.0268595074405013,0
A000703,2025-09-30,smb,0.0267848480158114,0
A000267,2025-09-30,smb,0.0267333977077827,0
A001018,2025-09-30,mid-market,0.0267206138868941,0
A000309,2025-09-30,smb,0.0267149294801432,0
A001058,2025-09-30,smb,0.0266715077502093,0
A000557,2025-09-30,smb,0.0265934882180142,0
A000788,2025-09-30,mid-market,0.0265770474812914,0
A000363,2025-09-30,mid-market,0.0264498940425836,0
A000203,2025-09-30,smb,0.0264444767844997,0
A001136,2025-09-30,smb,0.026443652144625,0
A000512,2025-09-30,enterprise,0.0264294163397015,0
A000809,2025-09-30,mid-market,0.0264260799549586,0
A000075,2025-09-30,mid-market,0.0263895955590283,0
A000012,2025-09-30,smb,0.0263277895468007,0
A000285,2025-09-30,mid-market,0.0263209258449731,1
A000039,2025-09-30,smb,0.0262832323417871,0
A001128,2025-09-30,smb,0.0262714120765762,0
A000977,2025-09-30,mid-market,0.0262190795647172,0
A000500,2025-09-30,smb,0.0261961422349386,0
A000161,2025-09-30,smb,0.0261804204584902,0
A000865,2025-09-30,smb,0.0261284443852524,0
A001187,2025-09-30,smb,0.0261255985556919,0
A000624,2025-09-30,mid-market,0.0260051973349784,0
A000713,2025-09-30,smb,0.0259802167911639,0
A000015,2025-09-30,smb,0.0259792764050085,0
A000322,2025-09-30,smb,0.0258850444292562,0
A000541,2025-09-30,smb,0.0258764523285014,0
A000149,2025-09-30,enterprise,0.0258763112039968,0
A000040,2025-09-30,smb,0.0258046124105168,0
A000736,2025-09-30,smb,0.0257943051751115,0
A000261,2025-09-30,smb,0.0257418097247609,0
A000673,2025-09-30,smb,0.0257106063944672,0
A000446,2025-09-30,mid-market,0.0257058663580689,0
A000131,2025-09-30,smb,0.0256769298009663,0
A001107,2025-09-30,smb,0.0256497896876349,0
A000797,2025-09-30,smb,0.0255556667526556,0
A000060,2025-09-30,smb,0.0255398742787672,0
A000385,2025-09-30,smb,0.0255306714047893,0
A000209,2025-09-30,enterprise,0.0255167365643741,0
A000480,2025-09-30,mid-market,0.0255157139351828,0
A000930,2025-09-30,smb,0.025513312437022,0
A000551,2025-09-30,smb,0.0255052313605938,1
A000931,2025-09-30,smb,0.0253613700932946,0
A000997,2025-09-30,mid-market,0.025330094138722,0
A000630,2025-09-30,mid-market,0.0253157728738122,0
A000944,2025-09-30,mid-market,0.0252635430032496,0
A001194,2025-09-30,mid-market,0.0252462729697851,0
A000352,2025-09-30,enterprise,0.0252443583402165,0
A001024,2025-09-30,smb,0.0251428708076852,0
A000061,2025-09-30,mid-market,0.025137602084704,0
A001174,2025-09-30,smb,0.0250713503803074,0
A000562,2025-09-30,mid-market,0.0249783197338537,0
A000486,2025-09-30,mid-market,0.0249657855321988,0
A000018,2025-09-30,mid-market,0.024914172841882,0
A000653,2025-09-30,smb,0.0248008241758905,0
A000255,2025-09-30,mid-market,0.0247878535875465,0
A001113,2025-09-30,mid-market,0.0247371758432322,0
A000346,2025-09-30,mid-market,0.0246956456071913,0
A000432,2025-09-30,smb,0.0246778955123584,0
A000697,2025-09-30,smb,0.024650592012371,0
A000632,2025-09-30,smb,0.0246444359432858,0
A001129,2025-09-30,enterprise,0.0246091020963574,0
A000727,2025-09-30,enterprise,0.0246055773159744,0
A001034,2025-09-30,smb,0.0245306540969888,0
A000222,2025-09-30,mid-market,0.0244336769344513,0
A001030,2025-09-30,enterprise,0.0243416695794044,0
A000139,2025-09-30,smb,0.0242345322249541,0
A001004,2025-09-30,mid-market,0.0241446907310894,0
A000711,2025-09-30,smb,0.0240749302726018,0
A001045,2025-09-30,smb,0.0240593486840622,0
A000892,2025-09-30,mid-market,0.024055259610553,0
A000549,2025-09-30,enterprise,0.0240391379875583,0
A001050,2025-09-30,smb,0.0240383572270324,0
