invoice_id,exception_type,severity,invoice_date,customer_id,billed_amount
INV00001955,contract_date_conflict,medium,2025-11-01,C000133,1066.5
INV00001957,contract_date_conflict,medium,2025-05-01,C000136,585.0
INV00001965,contract_date_conflict,medium,2023-03-01,C000137,1343.0
INV00001999,contract_date_conflict,medium,2023-10-01,C000138,1275.85
INV00002041,contract_date_conflict,medium,2025-05-01,C000140,195.0
INV00002049,contract_date_conflict,medium,2025-05-01,C000142,195.0
INV00002057,contract_date_conflict,medium,2024-11-01,C000143,1501.0
INV00002071,contract_date_conflict,medium,2025-09-01,C000145,2765.0
INV00002075,contract_date_conflict,medium,2024-03-01,C000146,2528.0
INV00002097,contract_date_conflict,medium,2025-07-01,C000147,195.0
INV00002103,contract_date_conflict,medium,2025-08-01,C000148,7077.5
INV00002108,contract_date_conflict,medium,2024-02-01,C000149,481.65
INV00002131,contract_date_conflict,medium,2024-12-01,C000150,3555.0
INV00002144,contract_date_conflict,medium,2023-12-01,C000151,1343.0
INV00002181,contract_date_conflict,medium,2025-06-01,C000153,3081.0
INV00002188,contract_date_conflict,medium,2025-04-01,C000154,195.0
INV00002197,contract_date_conflict,medium,2024-09-01,C000155,624.0
INV00002213,contract_date_conflict,medium,2024-11-01,C000156,234.0
INV00002227,contract_date_conflict,medium,2024-04-01,C000157,1343.0
INV00002248,contract_date_conflict,medium,2024-03-01,C000159,232.05
INV00002270,contract_date_conflict,medium,2024-12-01,C000160,2061.9
INV00002283,contract_date_conflict,medium,2024-11-01,C000161,195.0
INV00002297,contract_date_conflict,medium,2025-02-01,C000163,1580.0
INV00002308,contract_date_conflict,medium,2024-09-01,C000164,1185.0
INV00002324,contract_date_conflict,medium,2023-09-01,C000166,6965.75
INV00002352,contract_date_conflict,medium,2023-12-01,C000167,185.25
INV00002377,contract_date_conflict,medium,2023-07-01,C000168,11920.0
INV00002407,contract_date_conflict,medium,2024-06-01,C000169,195.0
INV00002426,contract_date_conflict,medium,2024-04-01,C000170,1832.8
INV00002447,contract_date_conflict,medium,2024-09-01,C000171,234.0
INV00002463,contract_date_conflict,medium,2024-01-01,C000173,273.0
INV00002487,contract_date_conflict,medium,2024-01-01,C000174,210.6
INV00002504,contract_date_conflict,medium,2024-04-01,C000176,1896.0
INV00002525,contract_date_conflict,medium,2025-01-01,C000177,8776.1
INV00002537,contract_date_conflict,medium,2025-11-01,C000178,1777.5
INV00002539,contract_date_conflict,medium,2025-08-01,C000179,195.0
INV00002544,contract_date_conflict,medium,2024-10-01,C000181,7450.0
INV00002559,contract_date_conflict,medium,2024-09-01,C000182,14602.0
INV00002575,contract_date_conflict,medium,2025-11-01,C000183,273.0
INV00002577,contract_date_conflict,medium,2023-03-01,C000185,1264.0
INV00002611,contract_date_conflict,medium,2024-08-01,C000186,1185.0
INV00002628,contract_date_conflict,medium,2024-07-01,C000187,1185.0
INV00002646,contract_date_conflict,medium,2024-01-01,C000189,3081.0
INV00002670,contract_date_conflict,medium,2024-08-01,C000191,1580.0
INV00002687,contract_date_conflict,medium,2025-01-01,C000192,8634.55
INV00002699,contract_date_conflict,medium,2023-05-01,C000193,312.0
INV00002708,contract_date_conflict,medium,2025-02-01,C000194,351.0
INV00002719,contract_date_conflict,medium,2025-06-01,C000195,1975.0
INV00002726,contract_date_conflict,medium,2023-06-01,C000196,7450.0
INV00002758,contract_date_conflict,medium,2024-12-01,C000198,1580.0
INV00002771,contract_date_conflict,medium,2025-07-01,C000199,222.3
INV00002777,contract_date_conflict,medium,2023-09-01,C000200,185.25
INV00002818,contract_date_conflict,medium,2025-09-01,C000202,312.0
INV00002822,contract_date_conflict,medium,2024-11-01,C000203,351.0
INV00002836,contract_date_conflict,medium,2024-08-01,C000204,2528.0
INV00002853,contract_date_conflict,medium,2025-09-01,C000205,2401.6
INV00002857,contract_date_conflict,medium,2024-09-01,C000206,156.0
INV00002869,contract_date_conflict,medium,2025-06-01,C000207,195.0
INV00002876,contract_date_conflict,medium,2025-04-01,C000208,195.0
INV00002885,contract_date_conflict,medium,2024-04-01,C000210,1185.0
INV00002906,contract_date_conflict,medium,2024-11-01,C000212,333.45
INV00002920,contract_date_conflict,medium,2024-05-01,C000213,8642.0
INV00002940,contract_date_conflict,medium,2024-03-01,C000215,1990.8
INV00002959,contract_date_conflict,medium,2023-07-01,C000216,1564.2
INV00002989,contract_date_conflict,medium,2025-01-01,C000218,296.4
INV00003001,contract_date_conflict,medium,2024-02-01,C000220,222.3
INV00003024,contract_date_conflict,medium,2025-10-01,C000221,234.0
INV00003027,contract_date_conflict,medium,2023-12-01,C000222,195.0
INV00003052,contract_date_conflict,medium,2023-11-01,C000223,1390.4
INV00003081,contract_date_conflict,medium,2023-10-01,C000225,195.0
INV00003108,contract_date_conflict,medium,2023-10-01,C000226,351.0
INV00003132,contract_date_conflict,medium,2025-12-01,C000227,948.0
INV00003133,contract_date_conflict,medium,2024-01-01,C000228,234.0
INV00003145,contract_date_conflict,medium,2024-01-01,C000229,8791.0
INV00003155,contract_date_conflict,medium,2023-02-01,C000230,195.0
INV00003190,contract_date_conflict,medium,2025-05-01,C000232,351.0
INV00003198,contract_date_conflict,medium,2023-06-01,C000234,259.35
INV00003215,contract_date_conflict,medium,2023-11-01,C000235,1896.0
INV00003241,contract_date_conflict,medium,2024-05-01,C000237,273.0
INV00003261,contract_date_conflict,medium,2024-06-01,C000238,1279.8
INV00003272,contract_date_conflict,medium,2024-01-01,C000239,195.0
INV00003296,contract_date_conflict,medium,2025-06-01,C000240,17433.0
INV00003303,contract_date_conflict,medium,2023-09-01,C000241,234.0
INV00003331,contract_date_conflict,medium,2024-01-01,C000242,195.0
INV00003355,contract_date_conflict,medium,2025-10-01,C000243,1200.8
INV00003358,contract_date_conflict,medium,2023-06-01,C000244,1264.0
INV00003367,contract_date_conflict,medium,2023-01-01,C000245,1501.0
INV00003403,contract_date_conflict,medium,2025-02-01,C000246,1185.0
INV00003414,contract_date_conflict,medium,2025-11-01,C000247,273.0
INV00003416,contract_date_conflict,medium,2025-12-01,C000248,11920.0
INV00003417,contract_date_conflict,medium,2024-04-01,C000249,1896.0
INV00003438,contract_date_conflict,medium,2023-03-01,C000250,218.4
INV00003472,contract_date_conflict,medium,2025-12-01,C000251,1200.8
INV00003473,contract_date_conflict,medium,2023-12-01,C000252,6705.0
INV00003498,contract_date_conflict,medium,2024-03-01,C000253,1185.0
INV00003509,contract_date_conflict,medium,2024-01-01,C000255,456.3
INV00003533,contract_date_conflict,medium,2023-11-01,C000256,234.0
INV00003559,contract_date_conflict,medium,2025-10-01,C000259,195.0
INV00003562,contract_date_conflict,medium,2025-10-01,C000260,7077.5
INV00003565,contract_date_conflict,medium,2023-05-01,C000262,1185.0
INV00003597,contract_date_conflict,medium,2024-12-01,C000263,1350.9
INV00003610,contract_date_conflict,medium,2023-07-01,C000264,312.0
INV00003640,contract_date_conflict,medium,2025-01-01,C000266,195.0
INV00003652,contract_date_conflict,medium,2025-03-01,C000267,9238.0
INV00003662,contract_date_conflict,medium,2025-10-01,C000269,175.5
INV00003665,contract_date_conflict,medium,2023-08-01,C000270,2449.0
INV00003694,contract_date_conflict,medium,2024-07-01,C000271,8642.0
INV00003712,contract_date_conflict,medium,2024-10-01,C000272,1185.0
INV00003727,contract_date_conflict,medium,2024-10-01,C000274,234.0
INV00003742,contract_date_conflict,medium,2024-10-01,C000276,1350.9
INV00003753,contract_date_conflict,medium,2024-03-01,C000277,312.0
INV00003775,contract_date_conflict,medium,2024-02-01,C000278,10132.0
INV00003798,contract_date_conflict,medium,2023-09-01,C000279,185.25
INV00003826,contract_date_conflict,medium,2025-03-01,C000282,351.0
INV00003836,contract_date_conflict,medium,2023-04-01,C000283,245.7
INV00003856,contract_date_conflict,medium,2023-10-01,C000285,1185.0
INV00003881,contract_date_conflict,medium,2024-10-01,C000286,2449.0
INV00003903,contract_date_conflict,medium,2025-04-01,C000288,2212.0
INV00003912,contract_date_conflict,medium,2025-07-01,C000290,2338.4
INV00003918,contract_date_conflict,medium,2023-06-01,C000291,195.0
INV00003940,contract_date_conflict,medium,2024-06-01,C000292,1659.0
INV00003959,contract_date_conflict,medium,2025-05-01,C000293,1738.0
INV00003967,contract_date_conflict,medium,2025-10-01,C000294,232.05
INV00003970,contract_date_conflict,medium,2023-11-01,C000295,1580.0
INV00003996,contract_date_conflict,medium,2025-05-01,C000297,210.6
INV00004004,contract_date_conflict,medium,2025-03-01,C000298,8046.0
INV00004014,contract_date_conflict,medium,2023-10-01,C000299,298.35
INV00004041,contract_date_conflict,medium,2024-01-01,C000300,185.25
INV00004065,contract_date_conflict,medium,2025-11-01,C000301,234.0
INV00004067,contract_date_conflict,medium,2024-07-01,C000303,1185.0
INV00004085,contract_date_conflict,medium,2024-11-01,C000304,1576.05
INV00004099,contract_date_conflict,medium,2023-04-01,C000305,12963.0
INV00004132,contract_date_conflict,medium,2023-05-01,C000307,195.0
INV00004164,contract_date_conflict,medium,2024-10-01,C000309,390.0
INV00004170,contract_date_conflict,medium,2024-08-01,C000310,1185.0
INV00004187,contract_date_conflict,medium,2025-07-01,C000312,1659.0
INV00004193,contract_date_conflict,medium,2025-11-01,C000313,195.0
INV00004195,contract_date_conflict,medium,2023-05-01,C000314,1422.0
INV00004227,contract_date_conflict,medium,2024-01-01,C000315,13708.0
INV00004245,contract_date_conflict,medium,2025-07-01,C000317,10057.5
INV00004251,contract_date_conflict,medium,2025-10-01,C000318,195.0
INV00004254,contract_date_conflict,medium,2024-08-01,C000319,1185.0
INV00004271,contract_date_conflict,medium,2023-02-01,C000320,165.75
INV00004306,contract_date_conflict,medium,2025-03-01,C000321,7077.5
INV00004316,contract_date_conflict,medium,2024-12-01,C000322,407.55
INV00004329,contract_date_conflict,medium,2025-07-01,C000323,259.35
INV00004335,contract_date_conflict,medium,2025-04-01,C000324,232.05
INV00004344,contract_date_conflict,medium,2024-02-01,C000325,12218.0
INV00004367,contract_date_conflict,medium,2024-05-01,C000326,390.0
INV00004387,contract_date_conflict,medium,2023-02-01,C000328,280.8
INV00004411,contract_date_conflict,medium,2023-12-01,C000330,2765.0
INV00004436,contract_date_conflict,medium,2024-08-01,C000331,9655.2
INV00004453,contract_date_conflict,medium,2024-03-01,C000332,245.7
INV00004462,contract_date_conflict,medium,2024-04-01,C000334,185.25
INV00004483,contract_date_conflict,medium,2024-12-01,C000335,1185.0
INV00004496,contract_date_conflict,medium,2024-09-01,C000337,296.4
INV00004512,contract_date_conflict,medium,2024-01-01,C000338,1501.0
INV00004536,contract_date_conflict,medium,2023-06-01,C000339,1185.0
INV00004567,contract_date_conflict,medium,2025-05-01,C000340,175.5
INV00004575,contract_date_conflict,medium,2023-12-01,C000341,1264.0
INV00004600,contract_date_conflict,medium,2023-04-01,C000342,1678.75
INV00004633,contract_date_conflict,medium,2023-10-01,C000343,210.6
INV00004644,contract_date_conflict,medium,2024-04-01,C000344,1651.1
INV00004665,contract_date_conflict,medium,2024-07-01,C000345,280.8
INV00004683,contract_date_conflict,medium,2024-02-01,C000346,187.2
INV00004706,contract_date_conflict,medium,2024-02-01,C000347,1516.8
INV00004718,contract_date_conflict,medium,2024-05-01,C000348,1279.8
INV00004738,contract_date_conflict,medium,2023-08-01,C000349,1975.0
INV00004767,contract_date_conflict,medium,2024-12-01,C000350,195.0
INV00004780,contract_date_conflict,medium,2024-04-01,C000351,259.35
INV00004801,contract_date_conflict,medium,2023-10-01,C000352,312.0
INV00004828,contract_date_conflict,medium,2023-07-01,C000354,1659.0
INV00004843,contract_date_conflict,medium,2024-02-01,C000355,1185.0
INV00004866,contract_date_conflict,medium,2024-02-01,C000356,9655.2
INV00004889,contract_date_conflict,medium,2023-03-01,C000357,198.9
INV00004923,contract_date_conflict,medium,2024-06-01,C000358,405.6
INV00004942,contract_date_conflict,medium,2025-05-01,C000359,12218.0
INV00004950,contract_date_conflict,medium,2025-02-01,C000360,195.0
INV00004961,contract_date_conflict,medium,2023-07-01,C000361,1501.0
INV00004991,contract_date_conflict,medium,2024-05-01,C000362,3021.75
INV00005011,contract_date_conflict,medium,2023-09-01,C000363,210.6
INV00005039,contract_date_conflict,medium,2023-12-01,C000364,222.3
INV00005064,contract_date_conflict,medium,2025-05-01,C000365,1074.4
INV00005072,contract_date_conflict,medium,2023-03-01,C000366,585.0
INV00005106,contract_date_conflict,medium,2025-02-01,C000367,195.0
INV00005117,contract_date_conflict,medium,2025-08-01,C000368,1817.0
INV00005122,contract_date_conflict,medium,2025-04-01,C000369,15645.0
INV00005131,contract_date_conflict,medium,2024-11-01,C000370,1422.0
INV00005145,contract_date_conflict,medium,2024-04-01,C000372,195.0
INV00005166,contract_date_conflict,medium,2025-07-01,C000373,185.25
INV00005172,contract_date_conflict,medium,2024-02-01,C000375,351.0
INV00005195,contract_date_conflict,medium,2023-12-01,C000377,1876.25
INV00005220,contract_date_conflict,medium,2023-12-01,C000378,1007.25
INV00005245,contract_date_conflict,medium,2025-05-01,C000379,1066.5
INV00005253,contract_date_conflict,medium,2025-05-01,C000380,1275.85
INV00005261,contract_date_conflict,medium,2024-07-01,C000381,1275.85
INV00005279,contract_date_conflict,medium,2023-03-01,C000382,1580.0
INV00005313,contract_date_conflict,medium,2024-05-01,C000383,273.0
INV00005333,contract_date_conflict,medium,2025-01-01,C000384,1264.0
INV00005345,contract_date_conflict,medium,2024-12-01,C000385,331.5
INV00005358,contract_date_conflict,medium,2024-05-01,C000386,245.7
INV00005378,contract_date_conflict,medium,2024-02-01,C000387,12814.0
INV00005401,contract_date_conflict,medium,2024-08-01,C000388,234.0
INV00005416,contract_date_conflict,medium,2023-10-01,C000389,2291.0
INV00005443,contract_date_conflict,medium,2023-01-01,C000390,7360.6
INV00005479,contract_date_conflict,medium,2023-09-01,C000391,165.75
INV00005507,contract_date_conflict,medium,2025-07-01,C000392,1343.0
INV00005513,contract_date_conflict,medium,2024-08-01,C000393,1564.2
INV00005529,contract_date_conflict,medium,2024-09-01,C000394,1350.9
INV00005545,contract_date_conflict,medium,2023-01-01,C000395,1350.9
INV00005576,contract_date_conflict,medium,2025-11-01,C000396,195.0
INV00005578,contract_date_conflict,medium,2025-09-01,C000397,1185.0
INV00005582,contract_date_conflict,medium,2025-12-01,C000398,1738.0
INV00005583,contract_date_conflict,medium,2023-12-01,C000400,185.25
INV00005608,contract_date_conflict,medium,2024-05-01,C000401,1141.55
INV00005628,contract_date_conflict,medium,2025-09-01,C000402,10281.0
INV00005632,contract_date_conflict,medium,2023-05-01,C000403,1643.2
INV00005664,contract_date_conflict,medium,2024-01-01,C000404,1896.0
INV00005688,contract_date_conflict,medium,2025-11-01,C000405,259.35
INV00005690,contract_date_conflict,medium,2023-02-01,C000406,195.0
INV00005725,contract_date_conflict,medium,2023-02-01,C000407,468.0
INV00005760,contract_date_conflict,medium,2023-12-01,C000409,234.0
INV00005785,contract_date_conflict,medium,2025-05-01,C000410,222.3
INV00005793,contract_date_conflict,medium,2025-06-01,C000411,218.4
INV00005800,contract_date_conflict,medium,2024-08-01,C000412,6705.0
INV00005817,contract_date_conflict,medium,2024-11-01,C000413,8493.0
INV00005831,contract_date_conflict,medium,2024-05-01,C000414,7450.0
INV00005851,contract_date_conflict,medium,2025-12-01,C000415,234.0
INV00005852,contract_date_conflict,medium,2025-07-01,C000416,1635.3
INV00005858,contract_date_conflict,medium,2025-07-01,C000417,1975.0
INV00005864,contract_date_conflict,medium,2023-02-01,C000419,280.8
INV00005899,contract_date_conflict,medium,2023-11-01,C000420,14453.0
INV00005925,contract_date_conflict,medium,2025-09-01,C000421,232.05
INV00005929,contract_date_conflict,medium,2024-04-01,C000422,1125.75
INV00005950,contract_date_conflict,medium,2025-12-01,C000423,13007.7
INV00005951,contract_date_conflict,medium,2024-06-01,C000424,6705.0
INV00005970,contract_date_conflict,medium,2025-08-01,C000425,1611.6
INV00005975,contract_date_conflict,medium,2024-10-01,C000426,185.25
INV00005990,contract_date_conflict,medium,2024-04-01,C000427,175.5
INV00006011,contract_date_conflict,medium,2024-06-01,C000428,195.0
INV00006030,contract_date_conflict,medium,2025-04-01,C000429,1659.0
INV00006039,contract_date_conflict,medium,2023-10-01,C000430,222.3
INV00006066,contract_date_conflict,medium,2024-05-01,C000431,1066.5
INV00006086,contract_date_conflict,medium,2024-01-01,C000432,1848.6
INV00006110,contract_date_conflict,medium,2024-11-01,C000434,175.5
INV00006119,contract_date_conflict,medium,2025-10-01,C000435,195.0
INV00006122,contract_date_conflict,medium,2025-01-01,C000436,390.0
INV00006134,contract_date_conflict,medium,2025-10-01,C000437,2133.0
INV00006137,contract_date_conflict,medium,2024-07-01,C000438,429.0
INV00006183,contract_date_conflict,medium,2024-12-01,C000440,312.0
INV00006190,contract_date_conflict,medium,2023-02-01,C000441,195.0
INV00006225,contract_date_conflict,medium,2025-05-01,C000443,1185.0
INV00006233,contract_date_conflict,medium,2025-06-01,C000445,234.0
INV00006240,contract_date_conflict,medium,2024-08-01,C000446,390.0
INV00006257,contract_date_conflict,medium,2024-10-01,C000447,185.25
INV00006272,contract_date_conflict,medium,2024-02-01,C000448,2844.0
INV00006295,contract_date_conflict,medium,2024-07-01,C000449,1066.5
INV00006313,contract_date_conflict,medium,2023-04-01,C000450,1185.0
INV00006346,contract_date_conflict,medium,2023-10-01,C000453,13551.55
INV00006373,contract_date_conflict,medium,2024-07-01,C000454,468.0
INV00006391,contract_date_conflict,medium,2025-06-01,C000455,11920.0
INV00006398,contract_date_conflict,medium,2023-02-01,C000456,245.7
INV00006433,contract_date_conflict,medium,2024-06-01,C000457,1580.0
INV00006452,contract_date_conflict,medium,2024-05-01,C000458,1343.0
INV00006472,contract_date_conflict,medium,2025-04-01,C000459,1659.0
INV00006481,contract_date_conflict,medium,2023-03-01,C000460,1919.7
INV00006515,contract_date_conflict,medium,2025-05-01,C000461,1706.4
INV00006523,contract_date_conflict,medium,2025-07-01,C000462,1501.0
INV00006529,contract_date_conflict,medium,2025-07-01,C000463,1185.0
INV00006535,contract_date_conflict,medium,2023-08-01,C000466,273.0
INV00006564,contract_date_conflict,medium,2025-05-01,C000467,1208.7
INV00006572,contract_date_conflict,medium,2024-08-01,C000468,1659.0
INV00006582,contract_date_conflict,medium,2025-09-01,C000469,364.65
INV00006586,contract_date_conflict,medium,2025-08-01,C000472,351.0
INV00006591,contract_date_conflict,medium,2023-03-01,C000473,222.3
INV00006625,contract_date_conflict,medium,2024-02-01,C000474,222.3
INV00006648,contract_date_conflict,medium,2023-01-01,C000475,468.0
INV00006684,contract_date_conflict,medium,2023-10-01,C000476,1738.0
INV00006711,contract_date_conflict,medium,2025-01-01,C000478,195.0
INV00006723,contract_date_conflict,medium,2025-11-01,C000479,1074.4
INV00006725,contract_date_conflict,medium,2023-03-01,C000480,2370.0
INV00006759,contract_date_conflict,medium,2023-07-01,C000481,351.0
INV00006789,contract_date_conflict,medium,2023-04-01,C000482,195.0
INV00006796,contract_date_conflict,medium,2024-01-01,C000483,195.0
INV00006820,contract_date_conflict,medium,2024-02-01,C000484,175.5
INV00006843,contract_date_conflict,medium,2023-08-01,C000485,175.5
INV00006890,contract_date_conflict,medium,2023-05-01,C000488,351.0
INV00006922,contract_date_conflict,medium,2024-03-01,C000489,12814.0
INV00006944,contract_date_conflict,medium,2025-05-01,C000490,312.0
INV00006950,contract_date_conflict,medium,2025-11-01,C000491,16688.0
INV00006952,contract_date_conflict,medium,2023-02-01,C000492,1975.0
INV00006987,contract_date_conflict,medium,2025-04-01,C000493,195.0
INV00006996,contract_date_conflict,medium,2024-03-01,C000494,234.0
INV00007018,contract_date_conflict,medium,2025-06-01,C000495,2551.7
INV00007025,contract_date_conflict,medium,2024-04-01,C000496,1564.2
INV00007046,contract_date_conflict,medium,2023-02-01,C000497,232.05
INV00007081,contract_date_conflict,medium,2025-10-01,C000498,1493.1
INV00007084,contract_date_conflict,medium,2023-03-01,C000499,1477.3
INV00007118,contract_date_conflict,medium,2024-05-01,C000500,1343.0
INV00007138,contract_date_conflict,medium,2024-09-01,C000501,312.0
INV00007154,contract_date_conflict,medium,2024-05-01,C000502,390.0
INV00007174,contract_date_conflict,medium,2023-09-01,C000503,1185.0
INV00007202,contract_date_conflict,medium,2024-07-01,C000504,2370.0
INV00007220,contract_date_conflict,medium,2025-03-01,C000505,2417.4
INV00007230,contract_date_conflict,medium,2025-04-01,C000506,11026.0
INV00007239,contract_date_conflict,medium,2023-03-01,C000507,195.0
INV00007256,contract_date_conflict,medium,2025-09-01,C000509,1350.9
INV00007260,contract_date_conflict,medium,2025-10-01,C000511,468.0
INV00007263,contract_date_conflict,medium,2023-02-01,C000513,12367.0
INV00007298,contract_date_conflict,medium,2024-08-01,C000514,195.0
