cohort_month,months_since_start,cohort_customers,active_customers,logo_retention,net_dollar_retention
2023-04-01,0,30,30,1.0,1.0
2023-04-01,1,30,30,1.0,1.0530961540573653
2023-04-01,2,30,30,1.0,1.0530961540573653
2023-04-01,3,30,30,1.0,1.0634952458641564
2023-04-01,4,30,30,1.0,1.0731403056665225
2023-04-01,5,30,30,1.0,1.1258320860986333
2023-04-01,6,30,29,0.9666666666666667,1.1069984593864106
2023-04-01,7,30,28,0.9333333333333333,1.0892311809007846
2023-04-01,8,30,28,0.9333333333333333,1.0892311809007846
2023-04-01,9,30,28,0.9333333333333333,1.124043256994915
2023-04-01,10,30,27,0.9,1.0819432698749638
2023-04-01,11,30,27,0.9,1.0819432698749638
2023-04-01,12,30,27,0.9,1.0828778222533297
2023-04-01,13,30,27,0.9,1.0859382816017988
2023-04-01,14,30,27,0.9,1.0859382816017988
2023-04-01,15,30,27,0.9,1.1293482395768955
2023-04-01,16,30,27,0.9,1.1374690604254012
2023-04-01,17,30,27,0.9,1.1374321176497606
2023-04-01,18,30,27,0.9,1.1374321176497606
2023-04-01,19,30,26,0.8666666666666667,1.1321752605214523
2023-04-01,20,30,26,0.8666666666666667,1.1359562038402515
2023-04-01,21,30,26,0.8666666666666667,1.1359562038402515
2023-04-01,22,30,25,0.8333333333333334,1.1175097773548774
2023-04-01,23,30,25,0.8333333333333334,1.123163619553312
2023-04-01,24,30,24,0.8,1.2166701778944415
2023-04-01,25,30,23,0.7666666666666667,1.2164293509354012
2023-04-01,26,30,22,0.7333333333333333,1.2007428493263934
2023-04-01,27,30,22,0.7333333333333333,1.2007428493263934
2023-04-01,28,30,22,0.7333333333333333,1.2007428493263934
2023-04-01,29,30,22,0.7333333333333333,1.1931709781548383
2023-04-01,30,30,20,0.6666666666666666,1.2111876702987074
2023-04-01,31,30,20,0.6666666666666666,1.2238448643051913
2023-04-01,32,30,19,0.6333333333333333,1.038544494577899
2023-05-01,0,28,28,1.0,1.0
2023-05-01,1,28,28,1.0,0.9950940516632181
2023-05-01,2,28,28,1.0,0.9950940516632181
2023-05-01,3,28,28,1.0,1.003835004131984
2023-05-01,4,28,28,1.0,1.0077162479520703
2023-05-01,5,28,28,1.0,1.021414755552375
2023-05-01,6,28,28,1.0,1.021994403071086
2023-05-01,7,28,27,0.9642857142857143,1.0064072244007933
2023-05-01,8,28,26,0.9285714285714286,1.0028649340086713
2023-05-01,9,28,26,0.9285714285714286,1.0395952100637378
2023-05-01,10,28,26,0.9285714285714286,1.0447001542011025
2023-05-01,11,28,26,0.9285714285714286,1.0512232530583905
2023-05-01,12,28,25,0.8928571428571429,1.0279357901378727
2023-05-01,13,28,25,0.8928571428571429,1.033219500212276
2023-05-01,14,28,25,0.8928571428571429,1.071459997509112
2023-05-01,15,28,25,0.8928571428571429,1.1019962196302613
2023-05-01,16,28,25,0.8928571428571429,1.1029354632948392
2023-05-01,17,28,25,0.8928571428571429,1.0993828515437656
2023-05-01,18,28,25,0.8928571428571429,1.0914572864321608
2023-05-01,19,28,25,0.8928571428571429,1.0914572864321608
2023-05-01,20,28,24,0.8571428571428571,1.0882370224393223
2023-05-01,21,28,24,0.8571428571428571,1.096257819289519
2023-05-01,22,28,24,0.8571428571428571,1.096257819289519
2023-05-01,23,28,24,0.8571428571428571,1.0379426916865582
2023-05-01,24,28,24,0.8571428571428571,1.0370839546218014
2023-05-01,25,28,24,0.8571428571428571,1.0370839546218014
2023-05-01,26,28,24,0.8571428571428571,1.0439223365905248
2023-05-01,27,28,24,0.8571428571428571,1.0307130614045168
2023-05-01,28,28,24,0.8571428571428571,1.0307130614045168
2023-05-01,29,28,23,0.8214285714285714,1.031856117503855
2023-05-01,30,28,23,0.8214285714285714,1.031856117503855
2023-05-01,31,28,23,0.8214285714285714,1.031856117503855
2023-06-01,0,19,19,1.0,1.0
2023-06-01,1,19,19,1.0,1.0121943824250943
2023-06-01,2,19,19,1.0,1.0121943824250943
2023-06-01,3,19,19,1.0,1.0121943824250943
2023-06-01,4,19,19,1.0,0.9985806297490744
2023-06-01,5,19,19,1.0,1.0547747549087167
2023-06-01,6,19,19,1.0,1.0547747549087167
2023-06-01,7,19,19,1.0,1.056279757802953
2023-06-01,8,19,17,0.8947368421052632,1.0026009537197829
2023-06-01,9,19,17,0.8947368421052632,1.0026009537197829
2023-06-01,10,19,17,0.8947368421052632,1.0063934140044286
2023-06-01,11,19,17,0.8947368421052632,1.0063934140044286
2023-06-01,12,19,16,0.8421052631578947,0.7325894686549611
2023-06-01,13,19,16,0.8421052631578947,0.7325894686549611
2023-06-01,14,19,16,0.8421052631578947,0.7340228047447099
2023-06-01,15,19,16,0.8421052631578947,0.7340228047447099
2023-06-01,16,19,15,0.7894736842105263,0.7244911197478798
2023-06-01,17,19,15,0.7894736842105263,0.7506329648924539
2023-06-01,18,19,15,0.7894736842105263,0.754244971838621
2023-06-01,19,19,15,0.7894736842105263,0.754244971838621
2023-06-01,20,19,15,0.7894736842105263,0.754244971838621
2023-06-01,21,19,14,0.7368421052631579,0.7456449553001276
2023-06-01,22,19,13,0.6842105263157895,0.7370449387616343
2023-06-01,23,19,13,0.6842105263157895,0.7370449387616343
2023-06-01,24,19,13,0.6842105263157895,0.7482157722098184
2023-06-01,25,19,12,0.631578947368421,0.740905758152099
2023-06-01,26,19,12,0.631578947368421,0.740801014360925
2023-06-01,27,19,12,0.631578947368421,0.741434622417009
2023-06-01,28,19,12,0.631578947368421,0.8564322794637853
2023-06-01,29,19,12,0.631578947368421,0.8564322794637853
2023-06-01,30,19,10,0.5263157894736842,0.8339719029374202
2023-07-01,0,31,31,1.0,1.0
2023-07-01,1,31,31,1.0,1.059345327762461
2023-07-01,2,31,31,1.0,1.0598751290869644
2023-07-01,3,31,31,1.0,1.0610391382201632
2023-07-01,4,31,31,1.0,1.0624210556234546
2023-07-01,5,31,31,1.0,1.0299798197993348
2023-07-01,6,31,31,1.0,1.02880690484988
2023-07-01,7,31,31,1.0,1.030744014628277
2023-07-01,8,31,31,1.0,1.030744014628277
2023-07-01,9,31,31,1.0,1.035119802177188
2023-07-01,10,31,31,1.0,1.0440665472908317
2023-07-01,11,31,31,1.0,1.0440665472908317
2023-07-01,12,31,31,1.0,1.0351561833840206
2023-07-01,13,31,31,1.0,1.0368145600621512
2023-07-01,14,31,30,0.967741935483871,1.0069501369032392
2023-07-01,15,31,30,0.967741935483871,1.0252851282342799
2023-07-01,16,31,28,0.9032258064516129,0.9070005400335389
2023-07-01,17,31,28,0.9032258064516129,0.9070005400335389
2023-07-01,18,31,27,0.8709677419354839,0.8989625671489072
2023-07-01,19,31,27,0.8709677419354839,0.8814681332840671
2023-07-01,20,31,27,0.8709677419354839,0.8799901467564828
2023-07-01,21,31,27,0.8709677419354839,0.8983592454689291
2023-07-01,22,31,26,0.8387096774193549,0.8897291305460023
2023-07-01,23,31,24,0.7741935483870968,0.7213650531980407
2023-07-01,24,31,23,0.7419354838709677,0.714686448947882
2023-07-01,25,31,23,0.7419354838709677,0.7177902206558091
2023-07-01,26,31,23,0.7419354838709677,0.7177902206558091
2023-07-01,27,31,23,0.7419354838709677,0.7177902206558091
2023-07-01,28,31,23,0.7419354838709677,0.7244703407895858
2023-07-01,29,31,22,0.7096774193548387,0.6977949577921155
2023-08-01,0,29,29,1.0,1.0
2023-08-01,1,29,29,1.0,0.9989593589651226
2023-08-01,2,29,29,1.0,1.0010354823015422
2023-08-01,3,29,29,1.0,1.0010354823015422
2023-08-01,4,29,29,1.0,1.0174160616272958
2023-08-01,5,29,29,1.0,1.1018549204087495
2023-08-01,6,29,28,0.9655172413793104,0.9655800417501625
2023-08-01,7,29,28,0.9655172413793104,1.0670055420805882
2023-08-01,8,29,28,0.9655172413793104,1.0682196232879453
2023-08-01,9,29,28,0.9655172413793104,1.0669708540460925
2023-08-01,10,29,28,0.9655172413793104,1.0661036531836945
2023-08-01,11,29,28,0.9655172413793104,1.0648548839418415
2023-08-01,12,29,28,0.9655172413793104,1.0648548839418415
2023-08-01,13,29,28,0.9655172413793104,1.0648548839418415
2023-08-01,14,29,27,0.9310344827586207,1.043775232209708
2023-08-01,15,29,27,0.9310344827586207,1.0567876923295862
2023-08-01,16,29,27,0.9310344827586207,1.0567876923295862
2023-08-01,17,29,27,0.9310344827586207,1.0360031557217024
2023-08-01,18,29,27,0.9310344827586207,0.9877812732643309
2023-08-01,19,29,26,0.896551724137931,0.9857471313440191
2023-08-01,20,29,26,0.896551724137931,0.9874468450343189
2023-08-01,21,29,26,0.896551724137931,0.9874468450343189
2023-08-01,22,29,26,0.896551724137931,0.9862327638269619
2023-08-01,23,29,26,0.896551724137931,0.9910108182195788
2023-08-01,24,29,26,0.896551724137931,0.9897620489777259
2023-08-01,25,29,26,0.896551724137931,0.9902823694951646
2023-08-01,26,29,26,0.896551724137931,0.9915935771991102
2023-08-01,27,29,26,0.896551724137931,0.9844264956101847
2023-08-01,28,29,25,0.8620689655172413,0.9813045725055523
2023-09-01,0,22,22,1.0,1.0
2023-09-01,1,22,22,1.0,1.0
2023-09-01,2,22,22,1.0,1.0215228592091083
2023-09-01,3,22,22,1.0,1.0492918668096158
2023-09-01,4,22,22,1.0,1.0470969775248966
2023-09-01,5,22,21,0.9545454545454546,1.122425859172527
2023-09-01,6,22,21,0.9545454545454546,1.1496579630864647
2023-09-01,7,22,21,0.9545454545454546,1.152423523585211
2023-09-01,8,22,21,0.9545454545454546,1.2148653097748552
2023-09-01,9,22,21,0.9545454545454546,1.1452968869153646
2023-09-01,10,22,21,0.9545454545454546,1.2050693500595153
2023-09-01,11,22,20,0.9090909090909091,1.200152798061744
2023-09-01,12,22,20,0.9090909090909091,1.200152798061744
2023-09-01,13,22,20,0.9090909090909091,1.1511493622158253
2023-09-01,14,22,20,0.9090909090909091,1.2778569438699277
2023-09-01,15,22,20,0.9090909090909091,1.29288602615295
2023-09-01,16,22,20,0.9090909090909091,1.2962053741019948
2023-09-01,17,22,18,0.8181818181818182,1.276056290468271
2023-09-01,18,22,18,0.8181818181818182,1.2898612998809695
2023-09-01,19,22,18,0.8181818181818182,1.235379364101179
2023-09-01,20,22,18,0.8181818181818182,1.235379364101179
2023-09-01,21,22,17,0.7727272727272727,1.2276972516046611
2023-09-01,22,22,17,0.7727272727272727,1.1518120499421731
2023-09-01,23,22,17,0.7727272727272727,1.1535899102627958
2023-09-01,24,22,17,0.7727272727272727,1.1535899102627958
2023-09-01,25,22,17,0.7727272727272727,1.2262134501689783
2023-09-01,26,22,17,0.7727272727272727,1.1172779996116735
2023-09-01,27,22,17,0.7727272727272727,1.1172779996116735
2023-10-01,0,25,25,1.0,1.0
2023-10-01,1,25,25,1.0,0.9900380680591608
2023-10-01,2,25,25,1.0,0.9826283283225307
2023-10-01,3,25,25,1.0,0.9826283283225307
2023-10-01,4,25,25,1.0,0.9842146554129831
2023-10-01,5,25,25,1.0,0.9842146554129831
2023-10-01,6,25,25,1.0,1.0155957940849714
2023-10-01,7,25,25,1.0,1.0217700857716023
2023-10-01,8,25,24,0.96,1.009064936842826
2023-10-01,9,25,24,0.96,1.009064936842826
2023-10-01,10,25,23,0.92,1.0072966412704096
2023-10-01,11,25,23,0.92,1.008405511707376
2023-10-01,12,25,22,0.88,1.0042985841630556
2023-10-01,13,25,22,0.88,1.072893119843305
2023-10-01,14,25,22,0.88,1.0650316180767996
2023-10-01,15,25,22,0.88,1.071582904650832
2023-10-01,16,25,22,0.88,1.1748049472681035
2023-10-01,17,25,22,0.88,1.1748049472681035
2023-10-01,18,25,22,0.88,1.1748049472681035
2023-10-01,19,25,22,0.88,1.2518660720397214
2023-10-01,20,25,22,0.88,1.2526463882731422
2023-10-01,21,25,22,0.88,1.2526463882731422
2023-10-01,22,25,22,0.88,1.2526463882731422
2023-10-01,23,25,21,0.84,1.234693217777731
2023-10-01,24,25,19,0.76,1.2157232141446797
2023-10-01,25,25,19,0.76,1.2259494637300379
2023-10-01,26,25,15,0.6,1.0088311578903029
2023-11-01,0,17,17,1.0,1.0
2023-11-01,1,17,17,1.0,1.0
2023-11-01,2,17,17,1.0,1.0
2023-11-01,3,17,17,1.0,1.0071463674205319
2023-11-01,4,17,17,1.0,1.0071463674205319
2023-11-01,5,17,17,1.0,1.0071463674205319
2023-11-01,6,17,17,1.0,0.8762306312874072
2023-11-01,7,17,17,1.0,0.8835442831989742
2023-11-01,8,17,17,1.0,0.8835442831989742
2023-11-01,9,17,17,1.0,0.8857655218202115
2023-11-01,10,17,16,0.9411764705882353,0.8768805673352622
2023-11-01,11,17,16,0.9411764705882353,0.8985162451466344
2023-11-01,12,17,16,0.9411764705882353,0.9002043864987748
2023-11-01,13,17,16,0.9411764705882353,0.9002043864987748
2023-11-01,14,17,16,0.9411764705882353,0.9002043864987748
2023-11-01,15,17,16,0.9411764705882353,0.9002043864987748
2023-11-01,16,17,16,0.9411764705882353,0.9002043864987748
2023-11-01,17,17,16,0.9411764705882353,0.9182021148144413
2023-11-01,18,17,16,0.9411764705882353,0.9179482589720142
2023-11-01,19,17,16,0.9411764705882353,0.9203471966829504
2023-11-01,20,17,16,0.9411764705882353,0.9320248908908063
2023-11-01,21,17,16,0.9411764705882353,0.9455231871275561
2023-11-01,22,17,16,0.9411764705882353,0.9455231871275561
2023-11-01,23,17,16,0.9411764705882353,0.9455231871275561
2023-11-01,24,17,16,0.9411764705882353,0.9594071489710703
2023-11-01,25,17,15,0.8823529411764706,0.8855982373291762
2023-12-01,0,27,27,1.0,1.0
2023-12-01,1,27,27,1.0,1.0339776084664887
2023-12-01,2,27,27,1.0,1.0339776084664887
2023-12-01,3,27,27,1.0,1.124071618355363
2023-12-01,4,27,27,1.0,1.1300107014830112
2023-12-01,5,27,26,0.9629629629629629,1.120029049167636
2023-12-01,6,27,25,0.9259259259259259,1.0672209896232407
2023-12-01,7,27,25,0.9259259259259259,1.0787459589504549
2023-12-01,8,27,25,0.9259259259259259,1.088120074158558
2023-12-01,9,27,25,0.9259259259259259,1.1031168669129021
2023-12-01,10,27,25,0.9259259259259259,1.1129433557227342
2023-12-01,11,27,25,0.9259259259259259,1.0982034625456094
2023-12-01,12,27,25,0.9259259259259259,1.1109220711288705
2023-12-01,13,27,25,0.9259259259259259,1.1109220711288705
2023-12-01,14,27,25,0.9259259259259259,1.1109220711288705
2023-12-01,15,27,25,0.9259259259259259,1.127097466675838
2023-12-01,16,27,25,0.9259259259259259,1.124664438923965
2023-12-01,17,27,25,0.9259259259259259,1.1416677997335027
2023-12-01,18,27,24,0.8888888888888888,1.1345558724587976
2023-12-01,19,27,24,0.8888888888888888,1.1345558724587976
2023-12-01,20,27,24,0.8888888888888888,1.1319580834587706
2023-12-01,21,27,24,0.8888888888888888,1.1181267765821479
2023-12-01,22,27,24,0.8888888888888888,1.1181267765821479
2023-12-01,23,27,24,0.8888888888888888,1.1181267765821479
2023-12-01,24,27,22,0.8148148148148148,1.035685686726482
2024-01-01,0,37,37,1.0,1.0
2024-01-01,1,37,37,1.0,1.0693463995606047
2024-01-01,2,37,37,1.0,1.1162318216809008
2024-01-01,3,37,37,1.0,1.1151013210765184
2024-01-01,4,37,37,1.0,1.1184960348432726
2024-01-01,5,37,37,1.0,1.115171448730261
2024-01-01,6,37,37,1.0,1.166539152108487
2024-01-01,7,37,37,1.0,1.214023496511283
2024-01-01,8,37,37,1.0,1.2098746160377125
2024-01-01,9,37,35,0.9459459459459459,1.0935916172293474
2024-01-01,10,37,35,0.9459459459459459,1.053213934311266
2024-01-01,11,37,34,0.918918918918919,1.049885707984167
2024-01-01,12,37,33,0.8918918918918919,1.046691420122461
2024-01-01,13,37,33,0.8918918918918919,1.0539109282438857
2024-01-01,14,37,32,0.8648648648648649,1.0255183290132557
2024-01-01,15,37,31,0.8378378378378378,1.010790558141178
2024-01-01,16,37,29,0.7837837837837838,1.0066942466416349
2024-01-01,17,37,28,0.7567567567567568,0.8155269049293852
2024-01-01,18,37,28,0.7567567567567568,0.8146813046099028
2024-01-01,19,37,28,0.7567567567567568,0.8146813046099028
2024-01-01,20,37,28,0.7567567567567568,0.8153577420394406
2024-01-01,21,37,27,0.7297297297297297,0.819376003066345
2024-01-01,22,37,27,0.7297297297297297,0.8198326358040751
2024-01-01,23,37,27,0.7297297297297297,0.8285278224774655
2024-02-01,0,33,33,1.0,1.0
2024-02-01,1,33,33,1.0,1.0
2024-02-01,2,33,33,1.0,1.0
2024-02-01,3,33,33,1.0,1.000412184760011
2024-02-01,4,33,33,1.0,1.000412184760011
2024-02-01,5,33,33,1.0,1.0044257481046779
2024-02-01,6,33,33,1.0,1.0050331782773254
2024-02-01,7,33,33,1.0,1.0120161221164565
2024-02-01,8,33,33,1.0,0.9617899350340822
2024-02-01,9,33,33,1.0,0.9658156432738372
2024-02-01,10,33,33,1.0,0.9682600120058314
2024-02-01,11,33,32,0.9696969696969697,0.9602058142526371
2024-02-01,12,33,32,0.9696969696969697,1.0090557344069049
2024-02-01,13,33,31,0.9393939393939394,1.0564872049821883
2024-02-01,14,33,30,0.9090909090909091,1.0659893338154207
2024-02-01,15,33,30,0.9090909090909091,1.0586397253955784
2024-02-01,16,33,30,0.9090909090909091,1.0586397253955784
2024-02-01,17,33,30,0.9090909090909091,1.0586397253955784
2024-02-01,18,33,30,0.9090909090909091,1.1131880117833295
2024-02-01,19,33,30,0.9090909090909091,1.1163522668539392
2024-02-01,20,33,30,0.9090909090909091,1.1662573095349016
2024-02-01,21,33,30,0.9090909090909091,1.2108504903153732
2024-02-01,22,33,27,0.8181818181818182,1.1335126327768468
2024-03-01,0,28,28,1.0,1.0
2024-03-01,1,28,28,1.0,1.0
2024-03-01,2,28,28,1.0,1.0113763242911546
2024-03-01,3,28,28,1.0,1.12518288302922
2024-03-01,4,28,28,1.0,1.126790044579205
2024-03-01,5,28,28,1.0,1.1274995578176044
2024-03-01,6,28,27,0.9642857142857143,0.9546168534661686
2024-03-01,7,28,27,0.9642857142857143,0.9615394444745249
2024-03-01,8,28,23,0.8214285714285714,0.8251295323695562
2024-03-01,9,28,22,0.7857142857142857,0.5450854946125941
2024-03-01,10,28,21,0.75,0.5279757431371488
2024-03-01,11,28,21,0.75,0.5279757431371488
2024-03-01,12,28,21,0.75,0.5264272023390547
2024-03-01,13,28,21,0.75,0.5257233201581027
2024-03-01,14,28,21,0.75,0.5257233201581027
2024-03-01,15,28,21,0.75,0.5253925316295774
2024-03-01,16,28,21,0.75,0.5393425379464689
2024-03-01,17,28,21,0.75,0.5393425379464689
2024-03-01,18,28,20,0.7142857142857143,0.5105981554677207
2024-03-01,19,28,20,0.7142857142857143,0.5065351309401339
2024-03-01,20,28,20,0.7142857142857143,0.5117105058927572
2024-03-01,21,28,17,0.6071428571428571,0.4545509412168138
2024-04-01,0,30,30,1.0,1.0
2024-04-01,1,30,30,1.0,1.0028806487352961
2024-04-01,2,30,30,1.0,1.019012694184484
2024-04-01,3,30,30,1.0,1.039032259965583
2024-04-01,4,30,30,1.0,1.0375957662478488
2024-04-01,5,30,30,1.0,1.0375957662478488
2024-04-01,6,30,30,1.0,1.0510160062233327
2024-04-01,7,30,30,1.0,1.0827603073949221
2024-04-01,8,30,30,1.0,1.0937380660521911
2024-04-01,9,30,30,1.0,1.1029039273001577
2024-04-01,10,30,29,0.9666666666666667,1.0788088446759858
2024-04-01,11,30,28,0.9333333333333333,1.0734936705876805
2024-04-01,12,30,28,0.9333333333333333,1.1052149878597863
2024-04-01,13,30,28,0.9333333333333333,1.1478642653402793
2024-04-01,14,30,28,0.9333333333333333,1.1283102708564152
2024-04-01,15,30,28,0.9333333333333333,1.1283102708564152
2024-04-01,16,30,28,0.9333333333333333,1.1283102708564152
2024-04-01,17,30,28,0.9333333333333333,1.1302208811673464
2024-04-01,18,30,28,0.9333333333333333,1.12914358454539
2024-04-01,19,30,28,0.9333333333333333,1.12914358454539
2024-04-01,20,30,25,0.8333333333333334,1.0211578581363003
2024-05-01,0,36,36,1.0,1.0
2024-05-01,1,36,36,1.0,1.0010050160609298
2024-05-01,2,36,36,1.0,1.0070615263101608
2024-05-01,3,36,36,1.0,1.016468992033315
2024-05-01,4,36,36,1.0,1.0441524171280505
2024-05-01,5,36,35,0.9722222222222222,1.0625514265429896
2024-05-01,6,36,35,0.9722222222222222,1.0625514265429896
2024-05-01,7,36,34,0.9444444444444444,1.0091676791988735
2024-05-01,8,36,34,0.9444444444444444,1.0483698768339933
2024-05-01,9,36,34,0.9444444444444444,1.0499527771299577
2024-05-01,10,36,34,0.9444444444444444,1.056968562324525
2024-05-01,11,36,34,0.9444444444444444,1.056968562324525
2024-05-01,12,36,33,0.9166666666666666,1.0351753044361152
2024-05-01,13,36,33,0.9166666666666666,1.0351753044361152
2024-05-01,14,36,33,0.9166666666666666,1.0386361674356759
2024-05-01,15,36,33,0.9166666666666666,1.0386361674356759
2024-05-01,16,36,33,0.9166666666666666,1.0866980970407432
2024-05-01,17,36,33,0.9166666666666666,1.0289903325185832
2024-05-01,18,36,33,0.9166666666666666,1.0512604576430826
2024-05-01,19,36,25,0.6944444444444444,0.6750344991090147
2024-06-01,0,25,25,1.0,1.0
2024-06-01,1,25,25,1.0,1.0029356614311349
2024-06-01,2,25,25,1.0,1.0041938020444785
2024-06-01,3,25,25,1.0,1.0041938020444785
2024-06-01,4,25,25,1.0,1.0041938020444785
2024-06-01,5,25,25,1.0,1.0052422525555982
2024-06-01,6,25,25,1.0,1.0020969010222391
2024-06-01,7,25,25,1.0,1.0135653366131017
2024-06-01,8,25,25,1.0,1.0175284795451336
2024-06-01,9,25,25,1.0,1.0824195011795068
2024-06-01,10,25,24,0.96,1.0480141944069197
